subset_name,perturbation_type,perturbation_level,perturbation_level_label,top_k_used,metric_name,n,median,mean,sd,q1,q3,iqr
primary,sampling,2.0,low,3,mean_absolute_rank_shift,40,0.0,0.03125,0.08373301588213544,0.0,0.0,0.0
primary,sampling,2.0,low,3,phase_contrast_abs_deviation,40,0.008595088176206467,0.011224427193427845,0.011503945049074569,0.0,0.01953181092685302,0.01953181092685302
primary,sampling,2.0,low,3,rank_spearman,40,1.0,0.9970238095238095,0.007974572941155705,1.0,1.0,0.0
primary,sampling,2.0,low,3,run_rank_shift_abs,40,0.0,0.125,0.33493206352854177,0.0,0.0,0.0
primary,sampling,2.0,low,3,segmentation_stability,40,0.9990514844128211,0.9981721735421167,0.0022213003111161765,0.9971980089884398,1.0,0.002801991011560201
primary,sampling,2.0,low,3,top_k_consistency,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,sampling,2.0,low,3,vertical_drop_abs_error_m,40,15.0103759765625,13.564559936523438,7.876599803460727,7.546905517578125,20.615234375,13.068328857421875
primary,sampling,3.0,medium,3,boundary_shift_mean_s,40,0.759,0.5980000000000001,0.5074881582551762,0.0,1.010125,1.010125
primary,sampling,3.0,medium,3,cl_alpha_abs_deviation,40,0.07100649254786445,0.05707526533442196,0.027735542764351438,0.03328444810381154,0.07826587074377553,0.04498142263996399
primary,sampling,3.0,medium,3,matched_duration_fraction,40,0.9969163125101317,0.9960593299715959,0.0048704254420116975,0.9953808827825692,1.0,0.0046191172174308015
primary,sampling,3.0,medium,3,mean_absolute_rank_shift,40,0.0,0.03125,0.08373301588213544,0.0,0.0,0.0
primary,sampling,3.0,medium,3,phase_contrast_abs_deviation,40,0.008113027678602502,0.01330869795011167,0.014398817345609115,0.0,0.025148189374726515,0.025148189374726515
primary,sampling,3.0,medium,3,rank_spearman,40,1.0,0.9970238095238095,0.007974572941155705,1.0,1.0,0.0
primary,sampling,3.0,medium,3,run_rank_shift_abs,40,0.0,0.125,0.33493206352854177,0.0,0.0,0.0
primary,sampling,3.0,medium,3,segmentation_stability,40,0.9969163125101317,0.9960593299715959,0.0048704254420116975,0.9953808827825692,1.0,0.0046191172174308015
primary,sampling,3.0,medium,3,top_k_consistency,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,sampling,3.0,medium,3,vertical_drop_abs_error_m,40,21.76055908203125,17.860671997070312,8.263496441435933,11.264434814453125,24.644561767578125,13.380126953125
primary,temporal,0.75,low,3,boundary_shift_mean_s,40,0.0,0.0,0.0,0.0,0.0,0.0
primary,temporal,0.75,low,3,cl_alpha_abs_deviation,40,0.021689766741637362,0.02465013873889596,0.018414512576202392,0.005574745811374404,0.042178233562548795,0.03660348775117439
primary,temporal,0.75,low,3,matched_duration_fraction,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,temporal,0.75,low,3,mean_absolute_rank_shift,40,0.0,0.03125,0.08373301588213544,0.0,0.0,0.0
primary,temporal,0.75,low,3,phase_contrast_abs_deviation,40,0.0022677594410024093,0.006354541733993586,0.007234117170909742,0.0,0.014229479619470117,0.014229479619470117
primary,temporal,0.75,low,3,rank_spearman,40,1.0,0.9970238095238095,0.007974572941155705,1.0,1.0,0.0
primary,temporal,0.75,low,3,run_rank_shift_abs,40,0.0,0.125,0.33493206352854177,0.0,0.0,0.0
primary,temporal,0.75,low,3,segmentation_stability,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,temporal,0.75,low,3,top_k_consistency,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,temporal,0.75,low,3,vertical_drop_abs_error_m,40,7.3404541015625,8.342330932617188,6.2320118965951705,1.88665771484375,14.27435302734375,12.3876953125
primary,temporal,1.5,medium,3,boundary_shift_mean_s,40,0.0,0.0,0.0,0.0,0.0,0.0
primary,temporal,1.5,medium,3,cl_alpha_abs_deviation,40,0.021689766741637362,0.02465013873889596,0.018414512576202392,0.005574745811374404,0.042178233562548795,0.03660348775117439
primary,temporal,1.5,medium,3,matched_duration_fraction,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,temporal,1.5,medium,3,mean_absolute_rank_shift,40,0.0,0.03125,0.08373301588213544,0.0,0.0,0.0
primary,temporal,1.5,medium,3,phase_contrast_abs_deviation,40,0.0022677594410024093,0.006354541733993586,0.007234117170909742,0.0,0.014229479619470117,0.014229479619470117
primary,temporal,1.5,medium,3,rank_spearman,40,1.0,0.9970238095238095,0.007974572941155705,1.0,1.0,0.0
primary,temporal,1.5,medium,3,run_rank_shift_abs,40,0.0,0.125,0.33493206352854177,0.0,0.0,0.0
primary,temporal,1.5,medium,3,segmentation_stability,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,temporal,1.5,medium,3,top_k_consistency,40,1.0,1.0,0.0,1.0,1.0,0.0
primary,temporal,1.5,medium,3,vertical_drop_abs_error_m,40,7.3404541015625,8.342330932617188,6.2320118965951705,1.88665771484375,14.27435302734375,12.3876953125
