subset_name,session_label,run_id,run_uid,start_time_utc,end_time_utc,segmentation_valid,point_count,duration_s,vertical_drop_m,speed_mean_ms,speed_p95_ms,vvert_mean_ms,path_len_m,n_hr_samples,hr_mean_bpm,impulse_hr_above_rest_bpms,edwards_trimp,z_mech,z_internal,combined_load_v2,pipeline_status,failure_reason,perturbation_type,perturbation_level,repeat_id,seed
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,10.157374564040303,24.453972924122887,-1.296814238350502,2477.327815046331,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,2.0,1,4352
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,9.75748307568739,23.033527321248553,-1.2967493287960943,2374.095734734729,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,2.0,2,4453
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,9.997743690907773,23.56706492845033,-1.2964952991387368,2433.795055178068,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,2.0,3,4554
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,10.012549224874903,24.665434211425577,-1.5234210720040773,2443.340048462301,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,2.0,4,4655
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,10.038400725929966,24.06961453886243,-1.2963536338863864,2444.352257141124,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,2.0,5,4756
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,13.94181441715128,28.158734052479183,-1.5244876018918605,3452.326750177971,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,5.0,1,4357
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,330.1943359375,13.436795744769725,28.832561547232622,-1.5353187362808385,3315.5382026860143,249,118.21285140562249,15740.0,5.749999999999999,-0.39867367875829646,-0.2926671333804062,-0.3456704060693513,success,,position,5.0,2,4458
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,333.072998046875,13.123872244160767,31.291392796883226,-1.5457589065570574,3232.179144328638,249,118.21285140562249,15740.0,5.749999999999999,-0.3816617858109533,-0.2926671333804062,-0.33716445959567976,success,,position,5.0,3,4559
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,13.348157936250992,27.629356070817426,-1.5241102670758138,3297.619693602206,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,position,5.0,4,4660
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,331.1917724609375,13.88006803015524,29.165670862855276,-1.5396518823214562,3414.682527461603,249,118.21285140562249,15740.0,5.749999999999999,-0.3927791754391233,-0.2926671333804062,-0.34272315440976475,success,,position,5.0,5,4761
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:16.774000+00:00,1,125,248.301,326.245361328125,7.831226210281277,12.630644092637636,-1.2935211737314745,1959.4081505138904,248,118.27822580645162,15693.0,5.7333333333333325,-0.42201074672736405,-0.29845185935165325,-0.3602313030395087,success,,sampling,2.0,1,4362
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:16.774000+00:00,1,125,248.301,326.245361328125,7.831226210281277,12.630644092637636,-1.2935211737314745,1959.4081505138904,248,118.27822580645162,15693.0,5.7333333333333325,-0.42201074672736405,-0.29845185935165325,-0.3602313030395087,success,,sampling,2.0,2,4463
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:16.774000+00:00,1,125,248.301,326.245361328125,7.831226210281277,12.630644092637636,-1.2935211737314745,1959.4081505138904,248,118.27822580645162,15693.0,5.7333333333333325,-0.42201074672736405,-0.29845185935165325,-0.3602313030395087,success,,sampling,2.0,3,4564
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:16.774000+00:00,1,125,248.301,326.245361328125,7.831226210281277,12.630644092637636,-1.2935211737314745,1959.4081505138904,248,118.27822580645162,15693.0,5.7333333333333325,-0.42201074672736405,-0.29845185935165325,-0.3602313030395087,success,,sampling,2.0,4,4665
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:16.774000+00:00,1,125,248.301,326.245361328125,7.831226210281277,12.630644092637636,-1.2935211737314745,1959.4081505138904,248,118.27822580645162,15693.0,5.7333333333333325,-0.42201074672736405,-0.29845185935165325,-0.3602313030395087,success,,sampling,2.0,5,4766
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,84,249.316,326.245361328125,7.542986485489296,14.90338391082443,-1.2850676568274042,1901.7459102559542,249,118.21285140562249,15740.0,5.749999999999999,-0.42201074672736405,-0.2926671333804062,-0.3573389400538851,success,,sampling,3.0,1,4367
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,84,249.316,326.245361328125,7.542986485489296,14.90338391082443,-1.2850676568274042,1901.7459102559542,249,118.21285140562249,15740.0,5.749999999999999,-0.42201074672736405,-0.2926671333804062,-0.3573389400538851,success,,sampling,3.0,2,4468
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,84,249.316,326.245361328125,7.542986485489296,14.90338391082443,-1.2850676568274042,1901.7459102559542,249,118.21285140562249,15740.0,5.749999999999999,-0.42201074672736405,-0.2926671333804062,-0.3573389400538851,success,,sampling,3.0,3,4569
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,84,249.316,326.245361328125,7.542986485489296,14.90338391082443,-1.2850676568274042,1901.7459102559542,249,118.21285140562249,15740.0,5.749999999999999,-0.42201074672736405,-0.2926671333804062,-0.3573389400538851,success,,sampling,3.0,4,4670
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,84,249.316,326.245361328125,7.542986485489296,14.90338391082443,-1.2850676568274042,1901.7459102559542,249,118.21285140562249,15740.0,5.749999999999999,-0.42201074672736405,-0.2926671333804062,-0.3573389400538851,success,,sampling,3.0,5,4771
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,11.833363514835325,50.0,-2.1256002177632265,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,0.75,1,4372
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,11.350296062049692,50.0,-2.2918397078797126,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,0.75,2,4473
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,11.053811394227207,50.0,-2.288707332456844,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,0.75,3,4574
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,11.00924892607728,50.0,-2.3591500167315873,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,0.75,4,4675
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,10.521206149834638,49.75185337406086,-2.2013348717247117,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,0.75,5,4776
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,12.381645694623865,50.0,-3.230650709133513,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,1.5,1,4377
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,13.411870049398711,50.0,-2.956909166727679,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,1.5,2,4478
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,14.038718492187163,50.0,-4.109246621515272,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,1.5,3,4579
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,13.988466560065564,50.0,-4.086899016931681,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,1.5,4,4680
primary,polar_session_2026-02-03_09-55-13,run_05,polar_session_2026-02-03_09-55-13::run_05,2026-02-03 03:29:08.473000+00:00,2026-02-03 03:33:17.789000+00:00,1,250,249.316,327.3428955078125,12.763544543359592,50.0,-3.335798990840909,1980.5749269264052,249,118.21285140562249,15740.0,5.749999999999999,-0.41552470103617745,-0.2926671333804062,-0.3540959172082918,success,,temporal,1.5,5,4781
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.5957582466738,7.0707496592466335,18.944642962348077,-1.4555494127358555,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.7088036191576055,1.2345005230288164,0.971652071093211,success,,elevation,2.0,1,5342
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,516.0048848390613,7.0707496592466335,18.944642962348077,-1.1322599503433413,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.6994021100277431,1.2345005230288164,0.9669513165282797,success,,elevation,2.0,2,5443
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.9606865585711,7.0707496592466335,18.944642962348077,-1.261151291062878,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.710960218695715,1.2345005230288164,0.9727303708622657,success,,elevation,2.0,3,5544
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,516.562558762038,7.0707496592466335,18.944642962348077,-1.1395384067737246,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.7026977691626956,1.2345005230288164,0.9685991460957559,success,,elevation,2.0,4,5645
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,516.6848091713293,7.0707496592466335,18.944642962348077,-1.4145764277804762,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.7034202266087642,1.2345005230288164,0.9689603748187903,success,,elevation,2.0,5,5746
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,518.5508282736462,7.0707496592466335,18.944642962348077,-1.4032868377845569,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.7144477512018481,1.2345005230288164,0.9744741371153323,success,,elevation,5.0,1,5347
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,520.3761124816074,7.0707496592466335,18.944642962348077,-1.3125535963578407,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.7252345467216093,1.2345005230288164,0.9798675348752128,success,,elevation,5.0,2,5448
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,511.0048699351762,7.0707496592466335,18.944642962348077,-1.271374215661716,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.6698537590757511,1.2345005230288164,0.9521771410522837,success,,elevation,5.0,3,5549
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,521.4674734783093,7.0707496592466335,18.944642962348077,-1.353167935223606,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.731684111046069,1.2345005230288164,0.9830923170374427,success,,elevation,5.0,4,5650
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,512.2581432695206,7.0707496592466335,18.944642962348077,-1.4837332688458473,3368.0243141858564,470,114.88936170212766,28148.0,10.349999999999998,0.6772601690632906,1.2345005230288164,0.9558803460460534,success,,elevation,5.0,5,5751
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.3447265625,9.46636123762258,21.45480886956568,-1.2481709928033586,4343.495961710573,470,114.88936170212766,28148.0,10.349999999999998,0.7073201091188108,1.2345005230288164,0.9709103160738136,success,,position,2.0,1,5352
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.3447265625,9.297134839486692,20.975455260995574,-1.2481574000453854,4240.679056014635,470,114.88936170212766,28148.0,10.349999999999998,0.7073201091188108,1.2345005230288164,0.9709103160738136,success,,position,2.0,2,5453
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.3447265625,9.294869961665642,20.99203840371799,-1.087702109616555,4274.479134160416,470,114.88936170212766,28148.0,10.349999999999998,0.7073201091188108,1.2345005230288164,0.9709103160738136,success,,position,2.0,3,5554
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.3447265625,9.57294289696814,21.071571064667836,-1.3722252355591238,4371.677543780745,470,114.88936170212766,28148.0,10.349999999999998,0.7073201091188108,1.2345005230288164,0.9709103160738136,success,,position,2.0,4,5655
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.3447265625,9.258357162617827,21.250293099808992,-1.2483003430761634,4224.717517602252,470,114.88936170212766,28148.0,10.349999999999998,0.7073201091188108,1.2345005230288164,0.9709103160738136,success,,position,2.0,5,5756
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,517.3447265625,12.064425494753499,27.002265912341965,-1.3483820132826028,5583.67876921659,470,114.88936170212766,28148.0,10.349999999999998,0.7073201091188108,1.2345005230288164,0.9709103160738136,success,,position,5.0,1,5357
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,516.7017822265625,12.497735444819751,27.339687466686694,-1.878382634565984,5776.821440436035,470,114.88936170212766,28148.0,10.349999999999998,0.7035205314683293,1.2345005230288164,0.9690105272485728,success,,position,5.0,2,5458
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,534.5106201171875,12.664710642819308,26.13660388846851,-1.5696944127264107,5863.223851969284,470,114.88936170212766,28148.0,10.349999999999998,0.808764576167163,1.2345005230288164,1.0216325495979897,success,,position,5.0,3,5559
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,534.5093994140625,12.721997622306832,25.752622654836614,-1.1750458058776694,5887.6356590222895,470,114.88936170212766,28148.0,10.349999999999998,0.8087573622357971,1.2345005230288164,1.0216289426323066,success,,position,5.0,4,5660
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,471,470.759,533.9923095703125,12.739937743750287,26.55086510920654,-1.1223567797563014,5882.718408588445,470,114.88936170212766,28148.0,10.349999999999998,0.8057015409091519,1.2345005230288164,1.0201010319689843,success,,position,5.0,5,5761
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,236,470.759,515.2457275390625,7.037949285369689,10.717866112923417,-1.0807634767542393,3355.4284404907544,470,114.88936170212766,28148.0,10.349999999999998,0.6949157541349432,1.2345005230288164,0.9647081385818799,success,,sampling,2.0,1,5362
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,236,470.759,515.2457275390625,7.037949285369689,10.717866112923417,-1.0807634767542393,3355.4284404907544,470,114.88936170212766,28148.0,10.349999999999998,0.6949157541349432,1.2345005230288164,0.9647081385818799,success,,sampling,2.0,2,5463
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,236,470.759,515.2457275390625,7.037949285369689,10.717866112923417,-1.0807634767542393,3355.4284404907544,470,114.88936170212766,28148.0,10.349999999999998,0.6949157541349432,1.2345005230288164,0.9647081385818799,success,,sampling,2.0,3,5564
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,236,470.759,515.2457275390625,7.037949285369689,10.717866112923417,-1.0807634767542393,3355.4284404907544,470,114.88936170212766,28148.0,10.349999999999998,0.6949157541349432,1.2345005230288164,0.9647081385818799,success,,sampling,2.0,4,5665
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:35.852000+00:00,1,236,470.759,515.2457275390625,7.037949285369689,10.717866112923417,-1.0807634767542393,3355.4284404907544,470,114.88936170212766,28148.0,10.349999999999998,0.6949157541349432,1.2345005230288164,0.9647081385818799,success,,sampling,2.0,5,5766
primary,polar_session_2026-02-03_09-55-13,run_06,polar_session_2026-02-03_09-55-13::run_06,2026-02-03 04:00:45.093000+00:00,2026-02-03 04:08:33.828000+00:00,1,157,468.735,511.093994140625,6.929025802967071,12.080382872510775,-1.0764731072425018,3267.320494916817,468,114.90598290598291,28036.0,10.316666666666665,0.6703804521659801,1.2207156441186107,0.9455480481422953,success,,sampling,3.0,1,5367
