subset_name,perturbation_type,perturbation_level,perturbation_level_label,top_k_used,metric_name,n,median,mean,sd,q1,q3,iqr
strict,sampling,5.0,high,3,segmentation_stability,70,0.9954405092865098,0.9950226749012077,0.003973435024792272,0.9925374779541446,1.0,0.007462522045855402
strict,sampling,5.0,high,3,top_k_consistency,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,sampling,5.0,high,3,vertical_drop_abs_error_m,70,27.9066162109375,22.863909040178573,11.51197653595691,12.600341796875,33.44873046875,20.848388671875
strict,temporal,0.75,low,3,boundary_shift_mean_s,70,0.0,0.0,0.0,0.0,0.0,0.0
strict,temporal,0.75,low,3,cl_alpha_abs_deviation,70,0.025736420723902476,0.03485173098507537,0.021189277993611904,0.01792955285116582,0.05531868045183019,0.037389127600664374
strict,temporal,0.75,low,3,matched_duration_fraction,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,0.75,low,3,mean_absolute_rank_shift,70,0.0,0.04081632653061224,0.10070105383574877,0.0,0.0,0.0
strict,temporal,0.75,low,3,phase_contrast_abs_deviation,70,0.005976517617055255,0.007852896120944626,0.006514628154696891,0.0,0.012868210361951238,0.012868210361951238
strict,temporal,0.75,low,3,rank_spearman,70,1.0,0.9948979591836734,0.012587631729468498,1.0,1.0,0.0
strict,temporal,0.75,low,3,run_rank_shift_abs,70,0.0,0.14285714285714285,0.3524536884251207,0.0,0.0,0.0
strict,temporal,0.75,low,3,segmentation_stability,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,0.75,low,3,top_k_consistency,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,0.75,low,3,vertical_drop_abs_error_m,70,6.27294921875,8.494698660714286,5.164636771439501,4.3701171875,13.4832763671875,9.1131591796875
strict,temporal,1.5,medium,3,boundary_shift_mean_s,70,0.0,0.0,0.0,0.0,0.0,0.0
strict,temporal,1.5,medium,3,cl_alpha_abs_deviation,70,0.025736420723902476,0.03485173098507537,0.021189277993611904,0.01792955285116582,0.05531868045183019,0.037389127600664374
strict,temporal,1.5,medium,3,matched_duration_fraction,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,1.5,medium,3,mean_absolute_rank_shift,70,0.0,0.04081632653061224,0.10070105383574877,0.0,0.0,0.0
strict,temporal,1.5,medium,3,phase_contrast_abs_deviation,70,0.005976517617055255,0.007852896120944626,0.006514628154696891,0.0,0.012868210361951238,0.012868210361951238
strict,temporal,1.5,medium,3,rank_spearman,70,1.0,0.9948979591836734,0.012587631729468498,1.0,1.0,0.0
strict,temporal,1.5,medium,3,run_rank_shift_abs,70,0.0,0.14285714285714285,0.3524536884251207,0.0,0.0,0.0
strict,temporal,1.5,medium,3,segmentation_stability,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,1.5,medium,3,top_k_consistency,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,1.5,medium,3,vertical_drop_abs_error_m,70,6.27294921875,8.494698660714286,5.164636771439501,4.3701171875,13.4832763671875,9.1131591796875
strict,temporal,3.0,high,3,boundary_shift_mean_s,70,0.0,0.0,0.0,0.0,0.0,0.0
strict,temporal,3.0,high,3,cl_alpha_abs_deviation,70,0.025736420723902476,0.03485173098507537,0.021189277993611904,0.01792955285116582,0.05531868045183019,0.037389127600664374
strict,temporal,3.0,high,3,matched_duration_fraction,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,3.0,high,3,mean_absolute_rank_shift,70,0.0,0.04081632653061224,0.10070105383574877,0.0,0.0,0.0
strict,temporal,3.0,high,3,phase_contrast_abs_deviation,70,0.005976517617055255,0.007852896120944626,0.006514628154696891,0.0,0.012868210361951238,0.012868210361951238
strict,temporal,3.0,high,3,rank_spearman,70,1.0,0.9948979591836734,0.012587631729468498,1.0,1.0,0.0
strict,temporal,3.0,high,3,run_rank_shift_abs,70,0.0,0.14285714285714285,0.3524536884251207,0.0,0.0,0.0
strict,temporal,3.0,high,3,segmentation_stability,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,3.0,high,3,top_k_consistency,70,1.0,1.0,0.0,1.0,1.0,0.0
strict,temporal,3.0,high,3,vertical_drop_abs_error_m,70,6.27294921875,8.494698660714286,5.164636771439501,4.3701171875,13.4832763671875,9.1131591796875
